Trial,Accuracy,Duration,Params,BestAccuracy
0,0.8105030312960839,261.3900420665741,"{'n_estimators': 584, 'max_depth': 20, 'min_samples_split': 13, 'min_samples_leaf': 14, 'max_features': 'sqrt', 'bootstrap': False, 'criterion': 'entropy'}",0.8105030312960839
1,0.7762166147796166,110.0818555355072,"{'n_estimators': 402, 'max_depth': 7, 'min_samples_split': 12, 'min_samples_leaf': 3, 'max_features': 'sqrt', 'bootstrap': False, 'criterion': 'entropy'}",0.8105030312960839
2,0.7895297394723906,915.7910478115082,"{'n_estimators': 639, 'max_depth': 10, 'min_samples_split': 16, 'min_samples_leaf': 14, 'max_features': None, 'bootstrap': True, 'criterion': 'entropy'}",0.8105030312960839
3,0.7256677044076684,351.6451976299286,"{'n_estimators': 804, 'max_depth': 5, 'min_samples_split': 11, 'min_samples_leaf': 12, 'max_features': None, 'bootstrap': True, 'criterion': 'gini'}",0.8105030312960839
4,0.8091102736359168,127.85691332817078,"{'n_estimators': 845, 'max_depth': 20, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': True, 'criterion': 'gini'}",0.8105030312960839
5,0.8155005734884483,80.59649324417114,"{'n_estimators': 266, 'max_depth': 30, 'min_samples_split': 14, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
6,0.8001802392266099,1042.0352871418,"{'n_estimators': 600, 'max_depth': 20, 'min_samples_split': 18, 'min_samples_leaf': 6, 'max_features': None, 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
7,0.8068572833032934,336.78583455085754,"{'n_estimators': 782, 'max_depth': 15, 'min_samples_split': 13, 'min_samples_leaf': 14, 'max_features': 'sqrt', 'bootstrap': False, 'criterion': 'entropy'}",0.8155005734884483
8,0.7996477142388989,328.91283082962036,"{'n_estimators': 107, 'max_depth': 20, 'min_samples_split': 8, 'min_samples_leaf': 10, 'max_features': None, 'bootstrap': False, 'criterion': 'entropy'}",0.8155005734884483
9,0.8071030640668524,141.79701280593872,"{'n_estimators': 835, 'max_depth': None, 'min_samples_split': 18, 'min_samples_leaf': 14, 'max_features': 'sqrt', 'bootstrap': True, 'criterion': 'gini'}",0.8155005734884483
10,0.8068572833032934,58.31307101249695,"{'n_estimators': 265, 'max_depth': 30, 'min_samples_split': 6, 'min_samples_leaf': 19, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
11,0.7008028838276258,60.19034433364868,"{'n_estimators': 411, 'max_depth': 3, 'min_samples_split': 15, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'bootstrap': False, 'criterion': 'entropy'}",0.8155005734884483
12,0.80837293134524,205.98565244674683,"{'n_estimators': 458, 'max_depth': 30, 'min_samples_split': 9, 'min_samples_leaf': 19, 'max_features': 'sqrt', 'bootstrap': False, 'criterion': 'entropy'}",0.8155005734884483
13,0.7914959855808619,44.32583689689636,"{'n_estimators': 252, 'max_depth': 9, 'min_samples_split': 20, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
14,0.8084958217270195,172.23455119132996,"{'n_estimators': 661, 'max_depth': 25, 'min_samples_split': 14, 'min_samples_leaf': 17, 'max_features': 'sqrt', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
15,0.8120186793380305,247.3350601196289,"{'n_estimators': 513, 'max_depth': 30, 'min_samples_split': 10, 'min_samples_leaf': 8, 'max_features': 'sqrt', 'bootstrap': False, 'criterion': 'entropy'}",0.8155005734884483
16,0.8154596100278552,127.45552682876587,"{'n_estimators': 276, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'entropy'}",0.8155005734884483
17,0.8152957561854826,270.42956924438477,"{'n_estimators': 979, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
18,0.8084548582664264,17.253825664520264,"{'n_estimators': 112, 'max_depth': 30, 'min_samples_split': 7, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True, 'criterion': 'gini'}",0.8155005734884483
19,0.8110355562837949,108.26779389381409,"{'n_estimators': 291, 'max_depth': 15, 'min_samples_split': 4, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'entropy'}",0.8155005734884483
20,0.738325413730952,18.439656972885132,"{'n_estimators': 193, 'max_depth': 5, 'min_samples_split': 5, 'min_samples_leaf': 7, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
21,0.8152957561854826,267.95621275901794,"{'n_estimators': 979, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
22,0.8134524004587907,82.68635821342468,"{'n_estimators': 326, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 3, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
23,0.8153367196460757,97.69577193260193,"{'n_estimators': 360, 'max_depth': 30, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
24,0.7733082090775029,42.126874923706055,"{'n_estimators': 346, 'max_depth': 7, 'min_samples_split': 4, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
25,0.7948959528100934,29.317586660385132,"{'n_estimators': 191, 'max_depth': 10, 'min_samples_split': 6, 'min_samples_leaf': 3, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
26,0.8094379813206619,51.25550889968872,"{'n_estimators': 198, 'max_depth': None, 'min_samples_split': 17, 'min_samples_leaf': 5, 'max_features': 'log2', 'bootstrap': True, 'criterion': 'entropy'}",0.8155005734884483
27,0.8154596100278552,97.88825464248657,"{'n_estimators': 379, 'max_depth': 25, 'min_samples_split': 3, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
28,0.7968621989185647,1477.4184563159943,"{'n_estimators': 467, 'max_depth': 25, 'min_samples_split': 10, 'min_samples_leaf': 9, 'max_features': None, 'bootstrap': False, 'criterion': 'entropy'}",0.8155005734884483
29,0.8095199082418483,213.0503203868866,"{'n_estimators': 539, 'max_depth': 25, 'min_samples_split': 14, 'min_samples_leaf': 12, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'entropy'}",0.8155005734884483
30,0.7900622644601016,41.55099034309387,"{'n_estimators': 239, 'max_depth': 9, 'min_samples_split': 8, 'min_samples_leaf': 6, 'max_features': 'sqrt', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
31,0.6942487301327216,23.914315700531006,"{'n_estimators': 365, 'max_depth': 3, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
32,0.8148451581189579,105.97683095932007,"{'n_estimators': 408, 'max_depth': 25, 'min_samples_split': 3, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8155005734884483
33,0.8156234638702278,82.38072466850281,"{'n_estimators': 303, 'max_depth': 30, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8156234638702278
34,0.7736359167622481,38.13633108139038,"{'n_estimators': 308, 'max_depth': 7, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'bootstrap': False, 'criterion': 'gini'}",0.8156234638702278
35,0.8116090447320989,26.435216188430786,"{'n_estimators': 161, 'max_depth': 30, 'min_samples_split': 12, 'min_samples_leaf': 2, 'max_features': 'log2', 'bootstrap': True, 'criterion': 'gini'}",0.8156234638702278
36,0.7897755202359495,1014.8646986484528,"{'n_estimators': 450, 'max_depth': 10, 'min_samples_split': 3, 'min_samples_leaf': 3, 'max_features': None, 'bootstrap': False, 'criterion': 'entropy'}",0.8156234638702278
37,0.7390627560216287,19.04146456718445,"{'n_estimators': 242, 'max_depth': 5, 'min_samples_split': 6, 'min_samples_leaf': 5, 'max_features': 'sqrt', 'bootstrap': True, 'criterion': 'gini'}",0.8156234638702278
